Claim_Number,Process,First_TimeStamp,Active_Minutes
40043585,Desktop Management,2024-12-08 09:58:00,0.8271759976393737
40043585,Settlement,2024-12-08 10:34:00,7.059049439136747
40043585,Communication,2024-12-08 11:39:00,5.449470503079719
40043585,Settlement,2024-12-08 13:07:00,15.788163929801621
40043585,Coverage,2024-12-08 14:10:00,0.45725453754266143
40043585,Total Loss,2024-12-08 16:02:00,0.39373513412418737
40043585,Liability,2024-12-08 16:47:00,1.7577314679743203
40043585,Communication,2024-12-08 18:23:00,1.617063656781916
40043585,Desktop Management,2024-12-08 19:00:00,1.5183094814786364
40043585,Desktop Management,2024-12-08 19:21:00,11.935862371081546
40048984,Settlement,2024-12-08 04:59:00,2.3821728131459308
40048984,Liability,2024-12-08 06:23:00,2.6223351759433373
40048984,Settlement,2024-12-08 07:05:00,6.044882510155721
40048984,Claim related teams chats,2024-12-08 09:02:00,2.5596767135570326
40048984,Claim Admin,2024-12-08 09:32:00,3.0773229278196426
40048984,Schedule Services,2024-12-08 11:29:00,1.4560532436598896
40048984,Claim Admin,2024-12-08 13:22:00,2.436052002753381
40048984,Settlement,2024-12-08 15:10:00,1.3891254876652441
40048984,Liability,2024-12-08 15:34:00,0.48006544127693607
40048984,Claim Admin,2024-12-08 17:27:00,4.724747976592281
40048984,Recovery,2024-12-08 18:40:00,5.616307375355344
40048984,Total Loss,2024-12-08 19:17:00,4.931218650742091
40049115,Recovery,2024-12-09 16:11:00,1.825928659983607
40049115,Recovery,2024-12-09 17:05:00,7.003723118836989
40049115,Claim related teams chats,2024-12-09 17:44:00,3.3947069872314066
40049115,Claim Admin,2024-12-09 17:59:00,1.316931809890208
40049115,Desktop Management,2024-12-09 19:08:00,17.197497802627044
40049115,Recovery,2024-12-09 19:31:00,6.378524304898707
40049115,Settlement,2024-12-09 19:48:00,15.848478650852593
40049115,Recovery,2024-12-09 20:44:00,2.8852645215486183
40049115,Desktop Management,2024-12-09 21:43:00,3.322740798921673
40061087,Total Loss,2024-12-12 02:16:00,2.746824387031414
40061087,Claim related teams chats,2024-12-12 03:11:00,12.008736913559572
40061087,Schedule Services,2024-12-12 03:47:00,6.359388080847126
40061087,Schedule Services,2024-12-12 05:24:00,4.7812583381587626
40061087,Coverage,2024-12-12 07:05:00,1.9507749491469943
40061087,Settlement,2024-12-12 07:53:00,8.780404969388556
40061087,Claim related teams chats,2024-12-12 08:26:00,15.61219196899078
40061087,Schedule Services,2024-12-12 09:11:00,8.707389054325331
40061087,Claim related teams chats,2024-12-12 10:46:00,0.10783165624020874
40064323,Communication,2024-12-02 04:54:00,1.223054180713352
40064323,Total Loss,2024-12-02 06:05:00,12.887315507331087
40064323,Total Loss,2024-12-02 06:18:00,9.675270999218482
40064323,Communication,2024-12-02 08:07:00,7.555684660292303
40064323,Claim Admin,2024-12-02 09:13:00,2.5939509898893562
40064323,Claim Admin,2024-12-02 10:37:00,3.609735979816002
40064323,Claim related teams chats,2024-12-02 12:35:00,3.2212011819112902
40064323,Claim Admin,2024-12-02 12:40:00,1.5611158887992609
40064323,Desktop Management,2024-12-02 13:39:00,3.6162708845251
40064323,Claim related teams chats,2024-12-02 14:41:00,0.2548562177782284
40067661,Claim related teams chats,2024-12-05 15:21:00,1.7994553212316844
40067661,Total Loss,2024-12-05 17:02:00,1.4459893493717393
40067661,Claim related teams chats,2024-12-05 18:46:00,6.6562063248861385
40067661,Claim related teams chats,2024-12-05 19:54:00,0.30580421649504536
40067661,Claim Admin,2024-12-05 21:37:00,0.5978226744548748
40067661,Claim Admin,2024-12-05 22:29:00,0.13405659237692857
40067661,Communication,2024-12-05 23:14:00,0.929937551997273
40067661,Total Loss,2024-12-05 23:20:00,0.4574263499005983
40067661,Liability,2024-12-06 01:05:00,27.466173348935435
40067661,Liability,2024-12-06 01:31:00,1.8040780668816438
40067661,Coverage,2024-12-06 01:42:00,0.9082906925953148
40067661,Communication,2024-12-06 02:14:00,1.4787428571100212
40067661,Liability,2024-12-06 03:45:00,13.854180891445289
40067661,Total Loss,2024-12-06 05:04:00,3.7715151438531676
40067661,Claim related teams chats,2024-12-06 05:59:00,2.369219293023417
40070640,Coverage,2024-12-15 14:06:00,6.827320435827009
40070640,Recovery,2024-12-15 16:01:00,1.2847539870973124
40070640,Settlement,2024-12-15 16:11:00,9.31385372880897
40070640,Claim related teams chats,2024-12-15 16:38:00,0.25412010996799705
40070640,Claim related teams chats,2024-12-15 16:40:00,9.383501993670865
40070640,Communication,2024-12-15 17:07:00,3.1839783909849695
40070640,Recovery,2024-12-15 19:06:00,1.3268687309126557
40070640,Recovery,2024-12-15 20:31:00,0.8180710980969138
40070640,Desktop Management,2024-12-15 20:54:00,15.42082303754009
40070640,Schedule Services,2024-12-15 21:42:00,0.47720515761961546
40070640,Schedule Services,2024-12-15 21:48:00,1.2100548392448716
40070640,Liability,2024-12-15 22:20:00,2.237191404536912
40092193,Schedule Services,2024-12-15 11:05:00,14.827857917283344
40092193,Coverage,2024-12-15 12:02:00,2.852668515354463
40092193,Liability,2024-12-15 13:21:00,0.14676951210974148
40092193,Settlement,2024-12-15 15:16:00,3.0205109712742053
40092193,Claim related teams chats,2024-12-15 15:59:00,0.33582057531683673
40092193,Total Loss,2024-12-15 17:11:00,4.024973942727754
40092193,Claim related teams chats,2024-12-15 18:09:00,2.166634864463626
40092193,Coverage,2024-12-15 20:00:00,3.306901860632801
40092193,Schedule Services,2024-12-15 21:16:00,4.848854457555839
40092193,Schedule Services,2024-12-15 21:56:00,10.255203773885002
40092193,Desktop Management,2024-12-15 22:26:00,5.522091160088954
40103355,Total Loss,2024-12-16 06:57:00,2.8687830962930367
40103355,Claim related teams chats,2024-12-16 07:02:00,0.21362794738770058
40103355,Total Loss,2024-12-16 08:13:00,1.6645027388824336
40103355,Claim Admin,2024-12-16 08:19:00,4.000438778398981
40103355,Desktop Management,2024-12-16 10:15:00,5.118486659672682
40103355,Desktop Management,2024-12-16 11:41:00,1.5912733996446946
40103355,Claim related teams chats,2024-12-16 13:35:00,0.8503720941535776
40118033,Settlement,2024-12-05 00:01:00,4.531177316238579
40118033,Liability,2024-12-05 00:39:00,9.49629377092509
40118033,Settlement,2024-12-05 01:44:00,3.0104834485387832
40118033,Settlement,2024-12-05 03:10:00,0.19060531471742378
40118033,Recovery,2024-12-05 03:31:00,0.48716225498214916
40118033,Schedule Services,2024-12-05 04:05:00,3.6707584068409593
40118033,Coverage,2024-12-05 05:33:00,17.540214427191266
40118834,Coverage,2024-12-10 13:43:00,5.791443173395631
40118834,Liability,2024-12-10 15:38:00,14.686883621545695
40118834,Recovery,2024-12-10 16:58:00,1.8536354626184048
40118834,Liability,2024-12-10 18:51:00,0.10556356515891432
40118834,Liability,2024-12-10 20:16:00,1.686959071621656
40118834,Communication,2024-12-10 22:00:00,1.3288082367478784
40118834,Liability,2024-12-10 23:41:00,5.521100550295198
40118834,Recovery,2024-12-11 01:21:00,5.121671385451762
40118834,Settlement,2024-12-11 01:40:00,4.600381775050319
40118834,Liability,2024-12-11 03:25:00,0.1818840708717026
40118834,Liability,2024-12-11 04:59:00,6.624089030112637
40144356,Recovery,2024-12-05 16:01:00,9.981467017064018
40144356,Claim related teams chats,2024-12-05 17:11:00,0.8384415541095351
40144356,Communication,2024-12-05 17:42:00,15.323221227574539
40144356,Total Loss,2024-12-05 18:47:00,2.093609110129775
40144356,Communication,2024-12-05 18:57:00,5.528190178299471
40144356,Schedule Services,2024-12-05 20:11:00,7.068108623132625
40144356,Liability,2024-12-05 20:21:00,8.455136855348373
40144356,Communication,2024-12-05 20:40:00,14.670733988268427
40144356,Schedule Services,2024-12-05 22:21:00,1.9765194369952113
40144356,Settlement,2024-12-06 00:16:00,9.87750589072291
40144356,Coverage,2024-12-06 00:54:00,0.8060145951758322
40144356,Communication,2024-12-06 01:42:00,6.204592989313401
40144356,Communication,2024-12-06 03:39:00,6.873546890363093
40144356,Schedule Services,2024-12-06 04:57:00,5.7617230161051145
40144356,Total Loss,2024-12-06 06:03:00,1.5538657989522826
40183062,Communication,2024-12-13 03:18:00,5.2335913830304
40183062,Claim related teams chats,2024-12-13 03:42:00,2.744853013599927
40183062,Desktop Management,2024-12-13 04:44:00,3.46323453271286
40183062,Communication,2024-12-13 05:06:00,2.7845049229518644
40183062,Communication,2024-12-13 05:28:00,0.22148930740427533
40197775,Liability,2024-12-05 09:57:00,0.5881601169356458
40197775,Desktop Management,2024-12-05 10:16:00,0.8766533490445192
40197775,Claim Admin,2024-12-05 10:32:00,0.6527611819946485
40197775,Settlement,2024-12-05 12:25:00,2.8490758639589564
40197775,Liability,2024-12-05 12:48:00,8.0378531747235
40197775,Liability,2024-12-05 14:21:00,0.8621648459481406
40225281,Desktop Management,2024-12-03 19:49:00,0.9055171260730478
40225281,Claim related teams chats,2024-12-03 20:10:00,3.205766397295583
40225281,Claim Admin,2024-12-03 20:54:00,19.913261065714856
40225281,Coverage,2024-12-03 21:02:00,3.402503962436906
40225281,Communication,2024-12-03 22:32:00,10.058894376326062
40225281,Recovery,2024-12-03 22:49:00,4.542545234621249
40244761,Claim Admin,2024-12-05 16:09:00,13.537132176807502
40244761,Communication,2024-12-05 17:52:00,12.342565689485836
40244761,Claim related teams chats,2024-12-05 18:38:00,3.825998360792306
40244761,Claim related teams chats,2024-12-05 20:16:00,6.553289751511346
40244761,Claim Admin,2024-12-05 20:52:00,2.9639333292705428
40244761,Claim related teams chats,2024-12-05 21:52:00,5.07172865264127
40244761,Claim Admin,2024-12-05 22:12:00,2.1819422869162635
40244761,Settlement,2024-12-05 23:25:00,1.891660293730053
40244761,Claim Admin,2024-12-06 00:26:00,4.416473151193541
40244761,Recovery,2024-12-06 01:25:00,3.5470675388351625
40244761,Communication,2024-12-06 01:40:00,4.431986467796447
40244761,Liability,2024-12-06 02:46:00,1.7889896438234751
40244761,Coverage,2024-12-06 04:43:00,2.386091213269419
40244761,Claim Admin,2024-12-06 05:09:00,0.5381376190941362
40244761,Claim related teams chats,2024-12-06 06:46:00,0.3684617558175829
40271836,Settlement,2024-12-07 04:20:00,7.667253193487854
40271836,Liability,2024-12-07 04:29:00,0.3021250819885158
40271836,Settlement,2024-12-07 06:11:00,3.3745092075105414
40271836,Liability,2024-12-07 06:57:00,0.6542677540477306
40271836,Claim Admin,2024-12-07 07:57:00,1.485656413923591
40271836,Communication,2024-12-07 08:45:00,21.68591327614717
40271836,Communication,2024-12-07 10:08:00,0.868644510865293
40288790,Settlement,2024-12-03 01:10:00,4.154583742748314
40288790,Coverage,2024-12-03 02:26:00,1.8220457637370564
40288790,Settlement,2024-12-03 03:18:00,2.8012273932976783
40288790,Claim related teams chats,2024-12-03 04:25:00,2.4649755390741217
40288790,Claim related teams chats,2024-12-03 06:03:00,10.533536366477671
40288790,Recovery,2024-12-03 06:36:00,11.885153543676273
40288790,Settlement,2024-12-03 08:23:00,3.495797052316041
40288790,Schedule Services,2024-12-03 09:52:00,2.1035517767770355
40318408,Coverage,2024-12-09 20:01:00,1.1871904587253588
40318408,Claim related teams chats,2024-12-09 20:07:00,0.15608633130978775
40318408,Coverage,2024-12-09 20:24:00,1.4875085448869065
